Provider Name,City,State,ZIP,Payment,Rural Location
BALL HEALTHCARE LOWNDES INC,HAYNEVILLE,AL,360406033,"$   144,867.23",YES
BALL HEALTHCARE-JEFFERSON INC,BIRMINGHAM,AL,352144484,"$   5,895.24",NO
BALLARD PAIN & WELLNESS INC,PELL CITY,AL,351255128,"$   14,566.81",YES
"BALM INTERNATIONAL HEALTH CARE CENTERS, LLC",BIRMINGHAM,AL,352661495,"$   5,915.81",YES
BANKS FAMILY DENTISTRY,HALEYVILLE,AL,355652136,"$   6,155.38",YES
BARFIELD HEALTH CARE ACQUISITION CORPORATION,MONTGOMERY,AL,361093630,"$   266,001.01",YES
"BARKLEY COUNSELING CENTER, LLC",ENTERPRISE,AL,363302024,$   500.00,YES
BASEL REFAI MD PC,ALEXANDER CITY,AL,350103444,"$   77,170.01",YES
"BASHAR HAKIM MD, PC",SYLACAUGA,AL,351502904,"$   30,567.18",YES
"BAY HEALTH & WELLNESS, LLC",RED BAY,AL,355824192,"$   5,060.23",YES
"BAY HOME MEDICAL SERIVCES, INC.",JASPER,AL,355013400,"$   25,663.32",YES
"BAY MEDICAL FAMILY PRACTICE, P.C.",FARIHOPE,AL,365322613,"$   1,877.37",YES
"BAY TREE FAMILY CARE, P.C.",RED BAY,AL,355823861,"$   12,133.51",YES
BAYOU PHARMACY LLC,IRVINGTON,AL,365444015,$   500.00,NO
"BAYSIDE ORTHOPAEDIC & REHABILITATION CENTER, P.C",FAIRHOPE,AL,365331186,"$   92,280.28",YES
"BENNETT FAMILY DENTISTRY, LLC",MONTGOMERY,AL,36106,$   500.00,NO
"BIO-MEDICAL APPLICATIONS OF ALABAMA, INC.",MOBILE,AL,366097866,"$   1,746,692.61",YES
"BIRMINGHAM ALLERGY & ASHMA SPECIALISTS, PC",HOMEWOOD,AL,352094164,$   500.00,NO
BIRMINGHAM HEALTH AND REHAB LLC,BIRMINGHAM,AL,352281103,"$   9,993.96",NO
"BIRMINGHAM NURSING AND REHABILITATION CENTER EAST,LLC",BIRMINGHAM,AL,352155046,"$   17,040.31",NO
"BIRMINGHAM NURSING AND REHABILITATION CENTER, LLC",BIRMINGHAM,AL,352144326,"$   17,452.97",NO
BIRMINGHAM PEDIATRIC ASSOC,BIRMINGHAM,AL,35205,"$   6,821.21",NO
BIRMINGHAM RADIOLOGICAL GROUP PC,BIRMINGHAM,AL,352012514,"$   394,641.54",YES
BIRMINGHAM SURGERY CENTER,BIRMINGHAM,AL,352091913,"$   28,633.92",NO
BLOUNT EMS INC,ONEONTA,AL,351210008,"$   73,302.70",YES
"BODALIA REHAB SERVICES, INC",ROBERTSDALE,AL,365673703,$   759.77,NO
"BOOZER EYECARE ASSOCIATES, P.C.",CULLMAN,AL,350557601,"$   30,002.37",YES
BRADFORD FAMILY HEALTHCARE PC,SCOTTSBORO,AL,357684263,"$   31,942.64",YES
"BRANNON STAND DRUGS, INC.",DOTHAN,AL,363056985,$   500.00,NO
BRIGHTSTARTS PEDIATRICS PC,MADISON,AL,357585417,"$   4,292.31",NO
"BROOKWOOD ENDODONTICS TUSCALOOSA, LLC",VESTAVIA,AL,352161258,$   500.00,NO
"BROOKWOOD ENDODONTICS, P.C.",VESTAVIA,AL,352161258,$   500.00,NO
"BROWN NURSING HOME, LLC",ALEX CITY,AL,350103569,"$   138,819.62",YES
BUCKLEY AND BUCKLEY FAMILY DENTISTRY,MOBILE,AL,36608,$   500.00,YES
"BURNS NURSING HOME, INC.",RUSSELLVILLE,AL,356531358,"$   152,703.15",YES
BUTLER HEALTH AND REHAB LLC,BUTLER,AL,369042728,"$   157,924.39",YES
"C & G HEALTHCARE SERVICES, INC.",MC CALLA,AL,351113606,"$   14,953.22",NO
C & H DISCOUNT DRUGS INC,FORT PAYNE,AL,359673418,$   500.00,YES
CAHABA MEDICAL CARE FOUNDATION,CENTREVILLE,AL,350422946,"$   250,792.29",YES
CAHABA REGION MENTAL HEALTH/ MENTAL RETARDATION CENTER,SELMA,AL,367016780,"$   6,297.56",YES
CAMDEN NURSING FACILITY INC,CAMDEN,AL,367262313,"$   142,530.85",YES
CAMELLIA IMAGING LLC,BIRMINGHAM,AL,35244,"$   1,224.31",NO
"CAMPBELL VISION CENTER, INC.",RUSSELLVILLE,AL,356532568,"$   21,091.98",YES
CAPSHAW FAMILY CARE,HARVEST,AL,357497264,"$   2,408.86",NO
CAPSTONE HEALTH SERVICES FOUNDATION PC,TUSCALOOSA,AL,354017419,"$   230,898.83",YES
CARDIOLOGY ASSOCIATES OF MOBILE INC,MOBILE,AL,366086758,"$   439,932.88",YES
"CARDIOLOGY ASSOCIATES, PA",DOTHAN,AL,363051051,"$   231,893.55",YES
CARDIOVASCULAR INSTITUTE OF THE SHOALS PC,FLORENCE,AL,356301023,"$   14,629.67",NO
CARE TEAM HOSPITALISTS LLC,GADSDEN,AL,359028307,$   500.00,YES
CAREGIVERS OF PLEASANT GROVE INC,HALEYVILLE,AL,355657056,"$   12,204.18",NO
CARING CORPORATION INC,TROY,AL,360810787,"$   313,906.51",YES
CARLA N THOMAS MD,ANNISTON,AL,362076248,"$   1,012.69",YES
CAROLE L JOHNSON MD,DOTHAN,AL,363033948,"$   1,718.40",NO
CATHERINE LOUISE YACK,HUNTSVILLE,AL,358014537,"$   1,255.51",NO
CAVER GROUP LLC,AUTAUGAVILLE,AL,360030370,$   500.00,NO
"CENTRAL FAMILY CLINIC, INC",FLORENCE,AL,356332702,$   569.94,NO
CENTRAL MOBILITY & REHAB EQUIPMENT INC.,BIRMINGHAM,AL,352550309,$   500.00,NO
"CENTRAL NORTH ALABAMA HEALTH SERVICES, INC.",HUNTSVILLE,AL,358048488,"$   37,605.58",YES
CENTRAL PEDIATRICS INC.,ATHENS,AL,356113620,"$   95,502.27",YES
"CHAPMAN HEALTHCARE CENTER, INC.",ALEX CITY,AL,350109075,"$   327,644.68",YES
"CHARLES A. CASARONA, MD",VALLEY,AL,368543549,"$   28,204.18",YES
CHARLES HENDERSON MEMORIAL ASSOCIATION,TROY,AL,360810928,"$   103,165.35",YES
CHARLES MURPHY,DAPHNE,AL,365265416,$   500.00,NO
"CHASE FAMILY DENTISTRY, P.C.",HUNTSVILLE,AL,358118240,$   500.00,NO
CHATOM PRIMARY CARE PC,CHATOM,AL,365181237,"$   88,594.81",YES
"CHATTANOOGA EYE CARE, LLC",ATHENS,AL,356121189,$   500.00,YES
CHEAHA EYE ASSOCIATES PC,BIRMINGHAM,AL,352010203,"$   12,906.30",YES
"CHILDREN'S DENTISTRY OF CENTRAL ALABAMA, PC",SELMA,AL,367017756,"$   98,082.52",YES
CHILDRENS MEDICAL GROUP P C,BIRMINGHAM,AL,352333215,"$   4,877.07",NO
"CHILDRENS URGENT CARE, LLC",BIRMINGHAM,AL,352428136,"$   16,648.61",YES
"CHILTON SHELBY SUGERY, LLC",CLANTON,AL,350452368,"$   6,186.87",YES
CHIROPRACTIC CONNECTION,GULF SHORES,AL,365473211,$   721.53,YES
"CHRISTA D. SPANN DMD, LLC",PHENIX CITY,AL,368677401,$   500.00,NO
"CHRISTOPHER D. BORDEN, DMD PC",HALEYVILLE,AL,355650458,"$   4,171.62",YES
CITY OF HEADLAND,HEADLAND,AL,363451850,"$   16,672.78",YES
"CIVIC CENTER HEALTH AND REHABILITATION, LLC",BIRMINGHAM,AL,352342726,"$   13,700.92",NO
"CLANTON FAMILY DENTISTRY,LLC",CLANTON,AL,350453461,$   500.00,YES
CLANTON PEDIATRICS OF ALABAMA PC,CLANTON,AL,350453418,"$   37,698.93",YES
CLAY COUNTY HEALTHCARE AUTHORITY,ASHLAND,AL,362511270,"$   751,368.07",YES
CLIFTON CARE INC,BOAZ,AL,359571763,"$   27,369.09",YES
CLINICAL UROLOGY ASSOCIATES PC,GADSDEN,AL,359031156,"$   91,177.60",YES
"CLOVERDALE HEALTH CARE, INC.",SCOTTSBORO,AL,357684264,"$   334,220.13",YES
COGITO MENTAL HEALTH SERVICES LLC,DOTHAN,AL,363034542,$   500.00,NO
"COLE FAMILY DENTAL, P.C.",ATHENS,AL,356132664,$   500.00,NO
"COLUMBIANA HEALTH AND REHABILITATION, LLC",COLUMBIANA,AL,350513502,"$   22,192.06",NO
COLUMBUS HOSPICE OF ALABAMA,PHENIX CITY,AL,368674908,"$   59,572.47",NO
"COMMUNITY CARE OF KENTUCKY, INC",ANNISTON,AL,362022369,"$   6,801.86",NO
"COMMUNITY HEALTH, INC.",ROGERSVILLE,AL,356520426,"$   34,550.52",NO
COMMUNITY HOSPITAL INC,TALLASSEE,AL,360781234,"$   723,053.05",YES
"COMPREHENSIVE PEDIATRICS AND INTERNAL MEDICINE, LLC",HOOVER,AL,352360477,$   500.00,NO
CONCENTRIC HOSPITALIST GROUP PC,CALERA,AL,35040,"$   8,405.41",NO
COOPERS MENTAL HEALH CONSULTATIONS,MONTGOMERY,AL,361178874,$   500.00,NO
"COOSA EYE ASSOCIATES, P.C.",CHILDERSBURG,AL,350440510,"$   5,565.04",YES
"COOSA FAMILY CARE, LLC",RAINBOW CITY,AL,359063236,$   500.00,NO
COOSA VALLEY HEALTHCARE CENTER LLC,SYLACAUGA,AL,351503316,"$   281,902.97",YES
"COOSA VALLEY RESPIRATORY & HOME MEDICAL, INC.",JASPER,AL,355013400,"$   59,942.96",YES
CORDOVA HEALTH AND REHABILITATION LLC,CORDOVA,AL,355501416,"$   296,641.41",YES
CORNERSTONE FITNESS AND WELLNESS,CLANTON,AL,350461200,"$   14,149.98",YES
COTTRELL'S HOMETOWN PHARMACY PC,EAST BREWTON,AL,364262620,$   500.00,YES
CRADDOCK HEALTH CENTER P C,SYLACAUGA,AL,351502975,"$   79,731.55",YES
CRENSHAW COUNTY HEALTH CARE AUTHORITY,LUVERNE,AL,360497329,"$   522,925.28",YES
CRIMSON HEALTH AND REHAB LLC,MONTGOMERY,AL,361163155,"$   8,842.86",NO
CRMC MEDICAL GROUP LLC,CULLMAN,AL,350562895,"$   49,282.26",YES
CRNA SERVICES OF DGH,DECATUR,AL,356092239,"$   3,631.36",NO
CROSSVILLE HEALTH AND REHABILITATION LLC,CROSSVILLE,AL,359623272,"$   372,044.55",YES
"CROWNE HEALTH CARE OF CITRONELLE, LLC",CITRONELLE,AL,365222051,"$   30,305.58",NO
"CROWNE HEALTH CARE OF EUFAULA, LLC",EUFAULA,AL,360271820,"$   379,899.21",YES
"CROWNE HEALTH CARE OF FORT PAYNE, LLC",FORT PAYNE,AL,359673145,"$   292,946.34",YES
"CROWNE HEALTH CARE OF GREENVILLE, LLC",GREENVILLE,AL,360371310,"$   270,517.43",YES
"CROWNE HEALTH CARE OF MOBILE, LLC",MOBILE,AL,366052498,"$   14,109.24",NO
"CROWNE HEALTH CARE OF MONTGOMERY, LLC",MONTGOMERY,AL,361071333,"$   44,899.90",NO
"CROWNE HEALTH CARE OF SPRINGHILL, LLC",MOBILE,AL,366081725,"$   15,522.23",NO
"CROWNE HEALTH CARE OF THOMASVILLE,LLC",MONROEVILLE,AL,364602615,"$   156,567.81",YES
"CULLMAN PRIMARY CARE, PC",CULLMAN,AL,350551921,"$   553,695.67",YES
"CULLMAN RADIATION THERAPY SERVICES, P.C.",CULLMAN,AL,350583628,"$   57,503.41",YES
CULLMAN REGIONAL ANESTHESIA SERVICES LLC,CULLMAN,AL,350561108,"$   59,594.57",YES
CULLMAN REGIONAL MEDICAL CENTER INC.,CULLMAN,AL,350561108,"$   4,698,377.53",YES
CULLMAN REGIONAL MEDICAL GROUP HOSPITALISTS LLC,CULLMAN,AL,350562895,"$   12,363.65",YES
CULLMAN REGIONAL PAINSERVICES LLC,CULLMAN,AL,350561108,"$   12,063.80",YES
"CULLMAN SURGICAL ASSOCIATES, P.C.",CULLMAN,AL,350553662,"$   19,821.53",YES
CUMBERLAND RADIATION ASSOCIATES LLC,MUSCLE SHOALS,AL,356611517,"$   32,743.96",YES
D.W. MCMILLAN MEMORIAL HOSPITAL,FLOMATON,AL,364414556,"$   1,245,859.28",YES
DADEVILLE HEALTHCARE CENTER LLC,DADEVILLE,AL,368531415,"$   199,311.38",YES
DALE MEDICAL CENTER,OZARK,AL,363602018,"$   1,270,613.75",YES
"DALEVILLE DENTAL, LLC",DALEVILLE,AL,363222000,"$   1,183.43",YES
DANDRIDGE DENTAL PC,DOTHAN,AL,363014744,"$   4,327.17",NO
"DARLENE GUTTRIDGE DDS, LLC",SCOTTSBORO,AL,357682411,$   523.22,YES
"DARYL G. CUSTRED, O.D., L.L.C.",JASPER,AL,355018955,"$   9,032.67",YES
DAVID C ALLGOOD,CENTREVILLE,AL,350422332,"$   13,576.96",YES
DAVID G CHANDLER OD PC,JACKSONVILLE,AL,362653312,"$   1,457.50",NO
"DAVID H. ARNOLD,M.D.P.C.",GENEVA,AL,36340,"$   6,940.32",NO
"DAVID M. MCCALMAN II, M.D., P.C.",ANDALUSIA,AL,364205353,"$   6,575.51",YES
"DAVIS EYE CARE, PC",ATHENS,AL,356120032,"$   14,334.91",YES
DCH HEALTHCARE AUTHORITY,TUSCALOOSA,AL,354053771,"$   41,137.90",YES
DCH MEDICAL CENTER CRNA,TUSCALOOSA,AL,354012030,"$   31,478.93",NO
DECATUR MORGAN GASTROENTEROLOGY,DECATUR,AL,356092239,"$   1,189.09",NO
DECATUR MORGAN HOSPITALIST GROUP,HUNTSVILLE,AL,358042705,"$   8,619.38",NO
DECATUR MORGAN INFECTIOUS DISEASES & TRAVEL MEDICINE,DECATUR,AL,35609,"$   1,510.74",NO
DECATUR MORGAN INTERNAL MEDICINE,DECATUR,AL,356092239,$   976.63,NO
DECATUR MORGAN NEUROLOGY,DECATUR,AL,356092239,"$   3,718.83",NO
DECATUR MORGAN PEDIATRICS,DECATUR,AL,356029011,"$   5,546.58",NO
DECATUR MORGAN PRIMARY CARE,DECATUR,AL,356092239,$   717.15,NO
DECATUR WOMEN'S HEALTHCARE,DECATUR,AL,356013397,"$   4,053.72",NO
"DEKALB RADIOLOGIST GROUP, LLC",BIRMINGHAM,AL,352097718,"$   39,489.02",YES
DENTAL CARE OF OZARK LLC,OZARK,AL,363603705,$   848.47,NO
"DENTAL CONCEPTS, LLC",MONTGOMERY,AL,361063634,$   500.00,NO
DENTON DENTAL OF ATMORE PC DBA SAVE-ON DENTAL CARE OF ATMORE,ATMORE,AL,365022601,"$   1,088.87",YES
DENTREMONT DENTAL SERVICES PC,GULF SHORES,AL,365425710,$   500.00,YES
DERMATOLOGY AND LASER OF ALABAMA PC,MOUNTAIN BRK,AL,352232424,"$   3,094.66",NO
"DERMATOLOGY OF NORTH ALABAMA, INC.",GUNTERSVILLE,AL,359762205,"$   72,937.07",YES
DESTINY THERAPEUTIC SOLUTIONS,MOUNTAIN BRK,AL,352232520,$   500.00,NO
"DHS OF BLOUNT COUNTY, LLC",ONEONTA,AL,351212720,"$   179,595.10",YES
DIGESTIVE DISEASES ASSOCIATES,DECATUR,AL,356014340,"$   1,036.82",NO
"DIVERSICARE HARTFORD, LLC",HARTFORD,AL,363441459,"$   59,896.82",NO
DIVERSICARE LEASING CORP.,MOBILE,AL,366935614,"$   1,113,590.89",YES
DIVERSICARE OF ARAB LLC,ARAB,AL,350161477,"$   226,327.12",YES
DIVERSICARE OF BESSEMER LLC,BESSEMER,AL,350226024,"$   23,521.11",NO
DIVERSICARE OF BIG SPRINGS LLC,HUNTSVILLE,AL,358015021,"$   59,325.83",NO
DIVERSICARE OF BOAZ LLC,BOAZ,AL,359575952,"$   305,776.58",YES
DIVERSICARE OF FOLEY LLC,FOLEY,AL,365352246,"$   322,750.45",YES
DIVERSICARE OF HUEYTOWN LLC,HUEYTOWN,AL,350232368,"$   4,761.74",NO
DIVERSICARE OF LANETT LLC,LANETT,AL,368632834,"$   191,259.01",YES
DIVERSICARE OF MONTGOMERY LLC,MONTGOMERY,AL,361061614,"$   27,800.81",NO
DIVERSICARE OF ONEONTA LLC,ONEONTA,AL,351211334,"$   220,238.99",YES
DIVERSICARE OF OXFORD LLC,OXFORD,AL,362032444,"$   96,601.37",NO
DIVERSICARE OF PELL CITY LLC,PELL CITY,AL,351252477,"$   186,108.61",YES
DIVERSICARE OF RIVERCHASE LLC,BIRMINGHAM,AL,352441226,"$   24,295.71",NO
DIVERSICARE OF SELMA LLC,SELMA,AL,367017743,"$   334,849.64",YES
DIVERSICARE OF WINFIELD LLC,WINFIELD,AL,355945570,"$   312,738.19",YES
"DIVERSICARE WINDSOR HOUSE, LLC",HUNTSVILLE,AL,358053205,"$   12,993.35",NO
DONNA WEST,DOTHAN,AL,363013016,"$   1,167.41",NO
DOTHAN ANESTHESIOLOGY ASSOCIATES PC,MONTGOMERY,AL,361235019,"$   63,033.40",NO
DOTHAN BEHAVIORAL MEDICINE CLINIC PC,DOTHAN,AL,363032054,"$   26,966.24",NO
DOTHAN HOUSTON COUNTY MR BOARD INC.,DOTHAN,AL,363040646,$   500.00,NO
"DOTHAN MEDICAL ASSOCIATES, P.C.",DOTHAN,AL,363013023,"$   292,920.29",NO
"DOTHAN PSYCHIATRY & SLEEP DISORDERS MEDICINE, PC",DOTHAN,AL,363011051,"$   4,725.00",NO
DR CELESTE REESE WILLIS MEDICAL GROUP LLC,BIRMINGHAM,AL,352428672,$   500.00,NO
DR DALE MITCHUM INC,GENEVA,AL,363400900,"$   20,265.69",YES
"DR MARY C BELL AND ASSOCIATES, PC",TUSKEGEE,AL,360831714,$   500.00,YES
DR SUMPTER D BLACKMON PA,CAMDEN,AL,367260699,"$   7,419.42",YES
DR. JAMES NABERS DO PC,RED BAY,AL,355820219,"$   10,044.94",YES
DR. JAMES P BERETTA PC,PELHAM,AL,351244358,"$   1,057.63",NO
"DR. ROBERT H MEICHNER MD., P.C.",FAIRHOPE,AL,365323854,"$   2,793.71",NO
DRS. JAMES & KATHRYN MIZE PC,DECATUR,AL,356014306,"$   4,768.43",NO
E WYATT,SELMA,AL,367016538,"$   1,222.03",YES
EAMC EYE CLINIC LLC,OPELIKA,AL,368015442,"$   8,743.57",NO
EARL M WYATT MD,SELMA,AL,367016538,"$   22,741.35",YES
"EAST ALABAMA ALLERGY AND ASTHMA, PLLC",OPELIKA,AL,368015459,"$   8,226.74",YES
"EAST ALABAMA APOTHECARY, LLC",AUBURN,AL,368304069,"$   1,929.56",YES
EAST ALABAMA EMS LLC,OPELIKA,AL,368015452,"$   60,361.96",YES
EAST ALABAMA HEALTH SERVICES LLC,OPELIKA,AL,368015452,$   558.53,NO
"EAST ALABAMA HEART AND VASCULAR, LLC",OPELIKA,AL,368014784,"$   138,373.85",YES
EAST ALABAMA HOMEMED LLC,OPELIKA,AL,368034043,"$   64,729.28",NO
EAST ALABAMA MENTAL HEALTH-MENTAL RETARDATION BOARD INCORPOR,OPELIKA,AL,368017237,"$   9,967.48",YES
"EAST ALABAMA ORTHOPAEDICS AND SPORTS MEDICINE, LLC",OPELIKA,AL,368015452,"$   54,458.04",YES
"EAST ALABAMA PHYSICIANS, LLC",OPELIKA,AL,368015452,"$   4,634.22",YES
"EAST ALABAMA WATER, SEWER, & FIRE PROTECTION DISTRICT",VALLEY,AL,368545076,"$   34,539.66",YES
"EAST CENTRAL MENTAL HEALTH MENTAL RETARDATION, INC.",TROY,AL,360812044,"$   8,287.12",YES
"EAST GLEN, LLC",BIRMINGHAM,AL,352425451,"$   34,430.40",NO
"EAST LIMESTONE EYE CARE, P.C.",ATHENS,AL,356137565,"$   1,687.86",NO
EASTERN SHORE CHILDREN'S CLINIC,FAIRHOPE,AL,365330989,"$   34,152.63",NO
EASTERN SHORE DEVELOPMENTAL CLINIC,DAPHNE,AL,365265123,"$   4,884.87",NO
"EASTERN SHORE EAR, NOSE & THROAT CLINIC, PC",FAIRHOPE,AL,365322038,"$   16,784.44",NO
EASTERN SHORE HEART CENTER,FAIRHOPE,AL,365323843,"$   22,265.56",NO
EASTSIDE FAMILY MEDICINE,ATHENS,AL,356132896,"$   2,879.83",YES
"EASTSIDE P.E.T. CENTER, LLC",JASPER,AL,355013400,"$   5,003.80",YES
"ECM HOME HEALTH SERVICES,INC.",MOBILE,AL,366958539,"$   58,093.06",NO
EDEMA THERAPY COMPANY,DAPHNE,AL,365264657,"$   2,127.74",NO
EICH PLASTIC SURGERY PC,BIRMINGHAM,AL,352353445,"$   1,563.49",NO
"EIGHT MILE NURSING AND REHABILITATION CENTER, LLC",EIGHT MILE,AL,366133508,"$   35,877.13",NO
EL REPOSO NURSING FACILITY,FLORENCE,AL,356344757,"$   8,808.70",NO
ELBA NURSING AND REHABILITATION CENTER LLC,ELBA,AL,363231402,"$   245,916.57",YES
ELITE PODIATRY INC,MADISON,AL,357583161,"$   2,870.40",YES
ELKMONT COMMUNITY CARE,ELKMONT,AL,356206608,"$   7,616.41",YES
EMERGENCY PHYSICIANS GROUP,BIRMINGHAM,AL,352460314,"$   114,064.01",NO
ENCORE REHABILITATION INC,DECATUR,AL,356012515,"$   355,041.20",YES
"ENGLEWOOD HEALTH CARE CENTER, LLC",MONROEVILLE,AL,364603044,"$   258,503.10",YES
"ENGLISH DENTAL, LLC",ATHENS,AL,356135994,$   500.00,NO
ENTERPRISE RESCUE INC.,ENTERPRISE,AL,363302284,"$   101,157.81",YES
EPISCOPAL FOUNDATION OF JEFFERSON COUNTY,BIRMINGHAM,AL,352102418,"$   7,906.87",NO
ERNEST I OKEKE MD,SELMA,AL,367014518,"$   2,926.81",YES
"ESCAMBIA COUNTY ALABAMA COMMUNITY HOSPITALS, INC",ATMORE,AL,365023006,"$   860,411.26",YES
ESSIE M B SMITH FOOT CLINIC,MONTGOMERY,AL,361092919,"$   5,651.08",NO
ESTES CHIROPRACTIC LLC,BIRMINGHAM,AL,35242,$   500.00,NO
ETAGBO ETA MD PC,GADSDEN,AL,359015212,"$   5,216.73",YES
"ETOWAH FOOT SPECIALISTS, INC.",GADSDEN,AL,359014214,"$   9,902.82",YES
"ETOWAH GASTROENTEROLOGY ASSOCIATES, PC",GADSDEN,AL,359031194,"$   15,633.34",YES
EVERGREEN MEDICAL CENTER LLC,EVERGREEN,AL,364010706,"$   876,017.66",YES
"EVERGREEN NURSING HOME, LLC",EVERGREEN,AL,364013306,"$   152,190.93",YES
EXPRESS HEALTHCARE INC,FAIRHOPE,AL,365331982,"$   45,823.21",YES
EXTENDED CARE MEDICAL ASSOCIATES LLC,DOTHAN,AL,363051168,"$   8,405.47",YES
"EXTENDICARE, INC",DOTHAN,AL,363023684,"$   91,909.94",NO
EYE CENTER OF ALABAMA PC,JASPER,AL,355013425,"$   71,229.94",YES
EYE CENTER SURGEONS & ASSOC LLC,HUNTSVILLE,AL,358014719,"$   35,128.70",YES
EYE PARTNERS PC,DOTHAN,AL,363012040,"$   598,724.25",YES
"EYE SURGERY CENTER OF NORTH ALABAMA, INC.",HUNTSVILLE,AL,358016900,"$   68,727.93",NO
EYE SURGICAL ASSOCIATES P C,DOTHAN,AL,363054904,"$   82,997.75",YES
"EYECARE PROFESSIONALS, P.C.",RUSSELLVILLE,AL,356531177,"$   23,827.51",YES
F D C INC,VALLEY,AL,368544903,"$   2,062.13",YES
FAIRHOPE DENTAL ASSOCIATES LLC,FAIRHOPE,AL,365321922,"$   1,344.47",NO
FAIRHOPE HEALTH & WELLNESS CENTER,FAIRHOPE,AL,365322949,$   500.00,NO
"FAIRHOPE PEDIATRICS, INC.",FAIRHOPE,AL,36532,"$   13,566.64",NO
"FALKVILLE MEDICAL CLINIC, LLC",FALKVILLE,AL,356225109,"$   7,046.31",YES
FAMILY EYE CARE OF SYLACAUGA LLC,SYLACAUGA,AL,35150,"$   51,867.89",YES
"FAMILY HEALTH CLINIC OF UNION SPRINGS, INC.",UNION SPRINGS,AL,360891418,"$   21,318.49",YES
"FAMILY MEDICAL OF MOBILE,LLC",MOBILE,AL,36619,"$   2,036.96",NO
FAMILY PRACTICE ASSOCIATES LLC,LUVERNE,AL,360497306,"$   39,010.75",YES
"FAMILY PRACTICE CENTER OF ABBEVILLE,P.A.",ABBEVILLE,AL,363102836,"$   33,914.88",YES
FAMILY VISION AND HEARING COMPANY LLC,FOLEY,AL,365360371,"$   6,163.05",YES
FAULDS CHIROPRACTIC LLC,HAMPTON COVE,AL,357639271,$   526.19,NO
FAYETTE MEDICAL CENTER,FAYETTE,AL,355550710,"$   1,098,468.45",YES
FAYETTE MEDICAL CENTER-CRNA,FAYETTE,AL,355551314,"$   3,974.04",YES
"FERRELL FAMILY DENTAL, P.C.",GULF SHORES,AL,365423435,"$   7,706.89",YES
FISCHER FAMILY MEDICINE PC,ASHLAND,AL,362510308,"$   31,022.71",YES
"FLORALA HEALTH AND REHABILITATION, LLC",FLORALA,AL,364423652,"$   185,573.35",YES
"FLORENCE NURSING AND REHABILITATION CENTER, LLC",FLORENCE,AL,356301503,"$   66,831.56",NO
FLORENCE OPHTHALMOLOGY PC,FLORENCE,AL,356301189,"$   36,009.63",NO
FMC MEDICAL CLINIC - FAYETTE LLC,TUSCALOOSA,AL,354053771,"$   10,451.19",YES
FMC MEDICAL CLINIC MILLPORT,TUSCALOOSA,AL,354053771,"$   20,000.79",YES
"FMS ENDEAVOUR DIALYSIS CENTER, LLC",HUNTSVILLE,AL,358161113,"$   4,700.47",NO
"FOCUS PHYSIOTHERAPY, LLC",HUNTSVILLE,AL,35801,"$   1,395.72",NO
FORT MITCHELL CLINIC PC,PHENIX CITY,AL,368672943,"$   2,542.53",YES
"FORT PAYNE PEDIATRICS, LLC",FORT PAYNE,AL,359683546,"$   426,087.71",YES
"FORUM GREEN, INC.",ATHENS,AL,356112333,"$   279,961.79",YES
"FOUNDATIONS COUNSELING CENTER, INC.",MADISON,AL,357566100,$   535.44,YES
"FREDERICO FERNANDEZ, MD. PC",FORT PAYNE,AL,35968,"$   8,909.00",YES
"FRESENIUS KIDNEY CARE ATTALLA, LLC",ATTALLA,AL,359543362,"$   7,520.74",NO
"FRESENIUS KIDNEY CARE GADSDEN ACQ, LLC",GADSDEN,AL,359031146,"$   22,562.23",NO
"FRESENIUS KIDNEY CARE PHENIX CITY, LLC",PHENIX CITY,AL,368677425,"$   6,580.65",NO
"FRESENIUS KIDNEY CARE UNION SPRINGS, LLC",UNION SPRINGS,AL,360891303,"$   58,285.76",YES
"FRESENIUS MEDICAL CARE ALBERTVILLE, LLC",ALBERTVILLE,AL,359517247,"$   79,907.90",YES
"FRESENIUS MEDICAL CARE ANNISTON HOME, LLC",ANNISTON,AL,362013219,"$   23,502.32",NO
"FRESENIUS MEDICAL CARE BALDWIN COUNTY, LLC",FAIRHOPE,AL,365321906,"$   26,322.60",NO
FRESENIUS MEDICAL CARE BIRMINGHAM HOME LLC,BIRMINGHAM,AL,352097254,"$   59,225.85",NO
"FRESENIUS MEDICAL CARE HUNTSVILLE HOME, LLC",HUNTSVILLE,AL,358013827,"$   35,723.53",NO
"FRESENIUS MEDICAL CARE MOBILE AREA, LLC",MOBILE,AL,366023932,"$   58,285.76",NO
"FRESENIUS MEDICAL CARE TRUSSVILLE, LLC",BIRMINGHAM,AL,352353193,"$   3,760.37",NO
"FRESENIUS MEDICAL CARE WEST MADISON, LLC",MADISON,AL,357563639,"$   18,801.86",NO
FRESH WAVE DENTAL CARE,ENTERPRISE,AL,363302079,"$   6,547.32",YES
"FYFFE PHARMACY, LLC",FYFFE,AL,359710067,"$   1,124.40",YES
G & G MEDICAL CARE INC.,HELENA,AL,350803395,$   801.19,NO
G I ASSOCIATES OF WEST ALABAMA PC,TUSCALOOSA,AL,354062136,"$   56,330.17",NO
GACEK EAR AND SINUS CENTER LLC,MOBILE,AL,366081183,"$   4,033.07",NO
GADSDEN FAMILY CHIROPRACTIC,GADSDEN,AL,35901,$   500.00,NO
"GADSDEN LUNG CENTER, P.C. INC",GADSDEN,AL,359021859,"$   4,247.44",NO
